OBJECTID,UNIT_ID,PARK_NAME,PARK_LBL,ACCESS_TYP,RPT_ACRES,GIS_ACRES,AGNCY_NAME,AGNCY_LEV,AGNCY_TYP,AGNCY_WEB,MNG_AGENCY,COGP_TYP,NDS_AN_TYP,NEEDS_ANLZ,TKIT_SUM,AMEN_RPT,PRKINF_CND,AM_OPNSP,AM_TRLS,TRLS_MI,TENIS,BSKTB,BASEB,SOCCR,MPFLD,FITZN,SK8PK,PCNIC,PLGND,POOLS,SPPAD,DGPRK,GYM,COMCT,SNRCT,RSTRM,TOTAL_GOOD,TOTAL_FAIR,TOTAL_POOR,TYPE,LMS_ID,CENTER_LAT,CENTER_LON,ADDRESS,CITY,ZIP,HOURS,PHONES,IS_COUNTY
1596,14870,Two Strike County Park,Two Strike Park,Open Access,8.19704301,8.197043,"Los Angeles, County of",County,County Agency,http://parks.lacounty.gov,Los Angeles County Department of Parks and Recreation,Neighborhood,Park 5 to 100 Acres,Yes,Yes,Yes,Good,Good,None,0,0,1,1,0,0,0,0,0,3,0,0,0,0,0,0,2,7,0,0,Local Park,3000163,34.23342332,-118.23608143,5107 Rosemont Ave.,La Crescenta,91214,"March 1st to October 31st<br>
Operating Hours<br>
Monday - Sunday<br>
6:30am to 8:00pm<br>
<p>
Restroom Hours<br>
Monday - Sunday<br>
7:00am to 7:30pm<br>
<p>
November 1st to February 28th<br>
Operating Hours<br>
Monday – Sunday<br>
6:30am to 6:00pm<br>
<p>
Restroom Hours<br>
Monday - Sunday<br>
7:00am to 5:30pm","General: (818) 249-5940; Reservations: (800) 267-2757",Yes
1603,14961,Valleydale Park,Valleydale Park,Open Access,9.127,9.12688761,"Los Angeles, County of",County,County Agency,http://parks.lacounty.gov,Los Angeles County Department of Parks and Recreation,Neighborhood,Park 5 to 100 Acres,Yes,Yes,Yes,Good,Good,None,0,0,2,2,0,1,1,0,2,2,0,1,0,0,2,0,1,6,7,0,Local Park,3000167,34.11227081,-117.9181274,5525 N. Lark Ellen Ave.,Azusa,91702,Operating Hours<br> Monday – Sunday<br> 6:30am to 9:00pm<br> <p> Staff and Programming Hours<br> Monday - Thursday<br> 10:30 am to 9:00 pm<br> Friday <br> 10:30 am to 7:00 pm<br> Saturday<br> 8:30 am to 5:00 pm<br> No Staff on Sundays<br><p>Restroom Hours<br>Monday - Sunday<br>7:00am to 8:30pm<br><p> Splash Pads<br> May 1st to September 30th<br> 7 days a week<br>  11:00a.m. to 7:00p.m.<br><p>,"General: (626) 334-8020; Reservations: (888) 239-6700",Yes
1632,15250,Don Knabe Community Regional Park,Don Knabe Community Regional Park,Open Access,59.92674205,59.92674205,"Los Angeles, County of",County,County Agency,http://parks.lacounty.gov,Los Angeles County Department of Parks and Recreation,Community Regional,Park 5 to 100 Acres,Yes,Yes,Yes,Fair,Good,Not Reported,0,14,2,0,0,0,2,2,2,2,2,0,0,1,1,0,5,19,17,0,Local Park,3000033,33.85099014,-118.06002604,19700 S. Bloomfield Ave.,Cerritos,90703,"Operating Hours<br>
6:30am to 9:00pm<br>
Monday – Sunday<br>
<p>
Staff and Programming Hours<br>
Monday - Thursday<br>
10:30am to 9:00pm<br>
Friday<br>
10:30am to 7:00pm<br>
Saturday<br>
8:30am to 5:00pm<br>
No Staff on Sundays<br>
<p>
Restroom Hours<br>
Monday - Sunday<br>
7:00am to 8:30pm<br>
<p>
Pool Operating Hours<br>
June 18th to Aug 20th, 2022<br>
Tues, Thurs, Sat<br>
11:00 AM to 7:00 PM<br>","General: (562) 924-5144; Reservations: (800) 404-5888; Aquatics: (562) 403-7498",Yes
1641,15318,Westward Beach,Westward Beach,Open Access,20.601,17.91640242,"Los Angeles, County of",County,County Agency,http://parks.lacounty.gov,"Los Angeles, County of",Not Analyzed,Not Analyzed,No,No,No,Not Reported,Not Reported,Not Reported,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Natural Areas,,34.00582846,-118.8122754,6800 Westward Beach Rd,Malibu,90265,,,No
1653,15462,Charter Oak Park,Charter Oak Park,Open Access,11.821,11.82027396,"Los Angeles, County of",County,County Agency,http://parks.lacounty.gov,Los Angeles County Department of Parks and Recreation,Community,Park 5 to 100 Acres,Yes,Yes,Yes,Good,Good,None,0,0,2,2,0,0,1,0,2,2,0,0,0,0,1,0,1,7,2,1,Local Park,3000034,34.1006064,-117.85835303,20261 E. Covina Blvd.,Covina,91724,"Operating Hours<br>
Monday – Sunday<br>
6:30am to 9:00pm<br>
<p>
Staff and Programming Hours<br>
Monday - Thursday<br>
10:30am to 9:00pm<br>
Friday<br>
10:30am to 7:00pm<br>
Saturday<br>
8:30am to 5:00pm<br>
No Staff on Sunday<br>
<p>
Restroom Hours<br>
Monday - Sunday<br>
7:00am to 8:30pm","General: (626) 339-0411; Reservations: (888) 239-6700",Yes
1670,16435,Allen J. Martin Park,Allen J Martin Park,Open Access,6.822,6.8221101,"Los Angeles, County of",County,County Agency,http://parks.lacounty.gov,Los Angeles County Department of Parks and Recreation,Neighborhood,Park 5 to 100 Acres,Yes,Yes,Yes,Good,Fair,None,0,0,1,1,0,1,1,0,2,1,0,1,0,0,1,0,2,2,7,0,Local Park,3000104,34.03967393,-117.96223154,14830 E. Giordano St.,La Puente,91744,Operating Hours<br> Monday – Sunday<br> 6:30am to 9:00pm<br> <p> Staff and Programming Hours<br> Monday - Thursday<br> 10:30 am to 9:00 pm<br> Friday <br> 10:30 am to 7:00 pm<br> Saturday<br> 8:30 am to 5:00 pm<br> No Staff on Sundays<br><p>Restroom Hours<br>Monday - Sunday<br>7:00am to 8:30pm<br><p> Splash Pads<br> May 1st to September 30th<br> 7 days a week<br>  11:00a.m. to 7:00p.m.<br><p>,"General: (626) 918-5263; Reservations: (888) 239-6700",Yes
1674,17115,Amelia Mayberry Park,Amelia Mayberry Park,Open Access,14.436,14.43657687,"Los Angeles, County of",County,County Agency,http://parks.lacounty.gov,Los Angeles County Department of Parks and Recreation,Community,Park 5 to 100 Acres,Yes,Yes,Yes,Poor,Poor,Not Reported,0,0,4,4,0,1,1,1,16,1,0,1,0,1,0,0,4,4,5,6,Local Park,3000106,33.93023439,-118.05055321,13201 E. Meyer Rd.,Whittier,90605,Operating Hours<br> Monday – Sunday<br> 6:30am to 9:00pm<br> <p> Staff and Programming Hours<br> Monday - Thursday<br> 10:30 am to 9:00 pm<br> Friday <br> 10:30 am to 7:00 pm<br> Saturday<br> 8:30 am to 5:00 pm<br> No Staff on Sundays<br><p>Restroom Hours<br>Monday - Sunday<br>7:00am to 8:30pm<br><p> Splash Pads<br> May 1st to September 30th<br> 7 days a week<br>  11:00a.m. to 7:00p.m.<br><p>Senior Nutrition Hours<br> Monday – Friday<br> 8:00 am to 2:00 pm<br> Drop-in: 2:00 pm to 4:00 pm<br><p>,"General: (562) 944-9727; Reservations: (800) 404-5888; Senior Center: (562) 944-8483",Yes
1684,17756,City Terrace Park,City Terrace Park,Open Access,15.445,15.44517279,"Los Angeles, County of",County,County Agency,http://parks.lacounty.gov,Los Angeles County Department of Parks and Recreation,Community,Park 5 to 100 Acres,Yes,Yes,Yes,Fair,Fair,None,0,1,1,2,0,1,1,0,1,2,1,1,0,1,1,0,1,4,8,1,Local Park,3000037,34.04919867,-118.17844293,1126 N. Hazard Ave.,Los Angeles,90063,Operating Hours<br> Monday – Sunday<br> 6:30am to 9:00pm<br> <p> Staff and Programming Hours<br> Monday - Thursday<br> 10:30 am to 9:00 pm<br> Friday <br> 10:30 am to 7:00 pm<br> Saturday<br> 8:30 am to 5:00 pm<br> No Staff on Sundays<br><p>Restroom Hours<br>Monday - Sunday<br>7:00am to 8:30pm<br><p> Splash Pads<br> May 1st to September 30th<br> 7 days a week<br>  11:00a.m. to 7:00p.m.<br><p>,"General: (323) 260-2371; Reservations: (888) 239-6700; Aquatics: (323) 260-2376",Yes
1695,18190,Countrywood Park,Countrywood Park,Open Access,6.208,6.20780523,"Los Angeles, County of",County,County Agency,http://parks.lacounty.gov,Los Angeles County Department of Parks and Recreation,Neighborhood,Park 5 to 100 Acres,Yes,Yes,Yes,Fair,None,Not Reported,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,2,0,0,Local Park,3000040,33.98939854,-117.9415045,16817 E. Copper Hill Rd.,Hacienda Heights,91745,"March 1st to October 31st<br>
Operating Hours<br>
Monday - Sunday<br>
6:30am to 8:00pm<br>
Restroom Hours<br>
Monday - Sunday<br>
7:00am to 7:30pm<br>
<p>
November 1st to February 28th<br>
Operating Hours<br>
Monday – Sunday<br>
6:30am to 6:00pm
Restroom Hours<br>
Monday - Sunday<br>
7:00am to 5:30pm<br>",General: (626) 333-1369,Yes
1720,18612,Dexter Park,Dexter Park,Open Access,39.613,39.60924992,"Los Angeles, County of",County,County Agency,http://parks.lacounty.gov,Los Angeles County Department of Parks and Recreation,Community,Park 5 to 100 Acres,Yes,Yes,Yes,Fair,None,None,0,0,1,0,0,0,0,0,0,2,0,0,0,1,1,0,1,0,5,1,Local Park,3000048,34.29514976,-118.37392392,11053 N. Trail Rd.,Sylmar,91342,"Operating Hours<br>
Monday – Sunday<br>
6:30am to 9:00pm<br>
<p>
Staff and Programming Hours<br>
Monday - Thursday<br>
10:30am to 9:00pm<br>
Friday<br>
10:30am to 7:00pm<br>
Saturday<br>
8:30am to 5:00pm<br>
No Staff on Sunday<br>
<p>
Restroom Hours<br>
Monday - Sunday<br>
7:00am to 8:30pm","General: (818) 896-3210; Reservations: (800) 267-2757",Yes
1907,24533,Everett Martin Park,Everett Martin Park,Open Access,5.834,5.83297777,"Los Angeles, County of",County,County Agency,http://parks.lacounty.gov,Los Angeles County Department of Parks and Recreation,Neighborhood,Park 5 to 100 Acres,Yes,Yes,Yes,Good,Fair,None,0,0,1,0,0,0,0,0,1,3,1,0,0,0,0,0,1,4,3,0,Local Park,3000105,34.52711251,-117.96622873,35548 N. 92nd St. East,Littlerock,93543,"March 1st to October 31st<br>
Operating Hours<br>
Monday - Sunday<br>
6:30am to 8:00pm<br>
<p>
Restroom Hours<br>
Monday - Sunday<br>
7:00am to 7:30pm<br>
<p>
November 1st to February 28th<br>
Operating Hours<br>
Monday – Sunday<br>
6:30am to 6:00pm<br>
<p>
Restroom Hours<br>
Monday - Sunday<br>
7:00am to 5:30pm<br>
<p>
Pool Operating Hours<br>
June 18th to Aug 20th, 2022<br>
Mon, Wed, Fri<br>
11:00 AM to 7:00 PM<br>","General: (661) 944-2988; Reservations: (800) 267-2757; Aquatics: (661) 944-1449",Yes
1908,24535,Hasley Canyon Park,Hasley Canyon Park,Open Access,5.374,5.37291454,"Los Angeles, County of",County,County Agency,http://parks.lacounty.gov,Los Angeles County Department of Parks and Recreation,Neighborhood,Park 5 to 100 Acres,Yes,Yes,Yes,Good,Fair,Fair,0.25,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,1,2,2,0,Local Park,3000066,34.45211316,-118.61984806,28700 W. Quincy St.,Castaic,91384,"Operating Hours<br>
Monday – Sunday<br>
6:30am to 9:00pm<br>
<p>
Staff and Programming Hours<br>
Monday - Thursday<br>
10:30am to 9:00pm<br>
Friday<br>
10:30am to 7:00pm<br>
Saturday<br>
8:30am to 5:00pm<br>
No Staff on Sunday<br>
<p>
Restroom Hours<br>
Monday - Sunday<br>
7:00am to 8:30pm","General: (661) 294-3500; Reservations: (800) 267-2757",Yes
1909,24536,Saybrook Park,Saybrook Park,Open Access,4.826,4.82567894,"Los Angeles, County of",County,County Agency,http://parks.lacounty.gov,Los Angeles County Department of Parks and Recreation,Neighborhood,Park < 5 Acres,Yes,Yes,Yes,Good,Fair,None,0,1,2,1,0,1,1,0,1,2,0,0,0,0,1,0,1,0,10,0,Local Park,3000151,34.01328801,-118.13668646,6250 E. Northside Dr.,Los Angeles,90022,"Operating Hours<br>
Monday – Sunday<br>
6:30am to 9:00pm<br>
<p>
Staff and Programming Hours<br>
Monday - Thursday<br>
10:30am to 9:00pm<br>
Friday<br>
10:30am to 7:00pm<br>
Saturday<br>
8:30am to 5:00pm<br>
No Staff on Sunday<br>
<p>
Restroom Hours<br>
Monday - Sunday<br>
7:00am to 8:30pm","General: (323) 724-8546; Reservations: (888) 239-6700",Yes
1910,24537,William Steinmetz Park,Steinmetz Park,Open Access,11.526,11.52650641,"Los Angeles, County of",County,County Agency,http://parks.lacounty.gov,Los Angeles County Department of Parks and Recreation,Community,Park 5 to 100 Acres,Yes,Yes,Yes,Fair,Poor,Fair,0,2,2,2,0,1,1,0,3,3,0,0,0,0,1,1,1,4,12,1,Local Park,3000158,34.00284111,-117.96126244,1545 S. Stimson Ave.,Hacienda Heights,91745,"Operating Hours<br>
Monday – Sunday<br>
6:30am to 9:00pm<br>
<p>
Senior Center Hours<br>
Monday - Friday<br>
8:00 am to 5:00 pm<br>
<p>
Senior Nutrition Hours<br> Monday – Friday<br> 8:00 am to 2:00 pm<br> Drop-in: 2:00 pm to 4:00 pm<br><p>
Staff and Programming Hours<br>
Monday - Thursday<br>
10:30am to 9:00pm<br>
Friday<br>
10:30am to 7:00pm<br>
Saturday<br>
8:30am to 5:00pm<br>
No Staff on Sunday<br>
<p>
Restroom Hours<br>
Monday - Sunday<br>
7:00am to 8:30pm","General: (626) 855-5383; Reservations: (888) 239-6700; Senior Center: (626) 934-7041",Yes
1911,25034,Ryan M. Clinkunbroomer Castaic Sports Complex,Ryan M. Clinkunbroomer Castaic Sports Complex,Open Access,58.002,57.99423638,"Los Angeles, County of",County,County Agency,http://parks.lacounty.gov,Los Angeles County Department of Parks and Recreation,Community Regional,Park 5 to 100 Acres,Yes,Yes,Yes,Good,Fair,Fair,0.35,0,2,3,0,1,1,1,0,2,4,1,0,1,1,0,2,7,8,1,Local Park,3000032,34.48564705,-118.61373653,31320 N. Castaic Rd.,Castaic,91384,"Operating Hours<br>
Monday - Friday<br>
6:00 am to 8:00 pm<br>
Saturday<br>
8:00 am to 4:00 pm<br>
Closed Sunday<br>
<p>
Year Round Pool Closures<br>
Last Day Open<br>
Saturday, August 20, 2022<br>
Saturday, Nov 19, 2022<br>
Friday, Dec 23, 2022<br>
Closure Period<br>
Sunday, Aug 21 – Sunday Aug 28, 2022<br>
Sunday, Nov 20 – Sunday Nov 27, 2022<br>
Saturday, Dec 24 – Sunday, Jan 8, 2023<br>
Re-Opening Day<br>
Monday, Aug 29, 2022<br>
Monday, Nov 28, 2022<br>
Monday, Jan 9, 2024<br>
<p>","General: (661) 775-8865; ; Reservations: (800) 267-2757; Aquatics: (661) 294-6467",Yes
1913,25041,Monteith Parkway,Monteith Parkway,Open Access,0.6,0.64279997,"Los Angeles, County of",County,County Agency,http://parks.lacounty.gov,Los Angeles County Department of Parks and Recreation,Pocket,Park < 5 Acres,Yes,Yes,Yes,Good,Fair,Not Reported,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Local Park,3000112,33.99902491,-118.3373353,4616 S. Mullen Ave.,Los Angeles,90043,"March 1st to October 31st<br>
Operating Hours<br>
Monday - Sunday<br>
6:30am to 8:00pm<br>
<p>
November 1st to February 28th<br>
Operating Hours<br>
Monday – Sunday<br>
6:30am to 6:00pm",General: (310) 965-8608,Yes
1919,25055,Pamela County Park,Pamela Park,Open Access,3.046,3.26190989,"Los Angeles, County of",County,County Agency,http://parks.lacounty.gov,Los Angeles County Department of Parks and Recreation,Neighborhood,Park < 5 Acres,Yes,Yes,Yes,Good,Good,None,0,0,1,0,0,0,0,1,2,1,0,0,0,1,1,0,1,5,3,0,Local Park,3000119,34.12338283,-117.99384948,2236 Goodall Ave.,Duarte,91010,"Operating Hours<br>
Monday – Sunday<br>
6:30am to 9:00pm<br>
<p>
Staff and Programming Hours<br>
Monday - Thursday<br>
10:30am to 9:00pm<br>
Friday<br>
10:30am to 7:00pm<br>
Saturday<br>
8:30am to 5:00pm<br>
No Staff on Sunday<br>
<p>
Restroom Hours<br>
Monday - Sunday<br>
7:00am to 8:30pm","General: (626) 357-1619; Reservations: (888) 239-6700",Yes
1922,25065,Bill Blevins Park,Bill Blevins Park,Open Access,5.302,5.3019104,"Los Angeles, County of",County,County Agency,http://parks.lacounty.gov,Los Angeles County Department of Parks and Recreation,Neighborhood,Park 5 to 100 Acres,Yes,Yes,Yes,Fair,Fair,Not Reported,0,0,0,0,0,0,0,0,1,2,0,0,0,0,0,0,1,0,3,0,Local Park,3000022,33.97316302,-117.88006354,19500 E. Windrose Dr.,Rowland Heights,91748,"March 1st to October 31st<br>
Operating Hours<br>
Monday - Sunday<br>
6:30am to 8:00pm<br>
Restroom Hours<br>
Monday - Sunday<br>
7:00am to 7:30pm<br>
<p>
November 1st to February 28th<br>
Operating Hours<br>
Monday – Sunday<br>
6:30am to 6:00pm
Restroom Hours<br>
Monday - Sunday<br>
7:00am to 5:30pm<br>",General: (626) 333-1369,Yes
1974,35458,Los Angeles holding 6,Los Angeles holding 6,Open Access,5.184,5.18389174,"Los Angeles, County of",County,County Agency,http://parks.lacounty.gov,"Los Angeles, County of",Not Analyzed,Not Analyzed,No,No,No,Not Reported,Not Reported,Not Reported,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Natural Areas,,34.20882535,-118.16303212,780 E Altadena Dr,Altadena,91001,,,No
1983,35562,Los Angeles holding 5,Los Angeles holding 5,Open Access,0.504,0.50361226,"Los Angeles, County of",County,County Agency,http://parks.lacounty.gov,"Los Angeles, County of",Not Analyzed,Not Analyzed,No,No,No,Not Reported,Not Reported,Not Reported,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Natural Areas,,34.12608843,-118.63278025,,Topanga,90290,,,No
1988,35757,Los Angeles holding 7,Los Angeles holding 7,Open Access,1.731,1.73086207,"Los Angeles, County of",County,County Agency,http://parks.lacounty.gov,"Los Angeles, County of",Not Analyzed,Not Analyzed,No,No,No,Not Reported,Not Reported,Not Reported,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Natural Areas,,34.2098657,-118.16238961,780 E Altadena Dr,Altadena,91001,,,No
1989,35762,Los Angeles holding 8,Los Angeles holding 8,Open Access,1.022,1.02193744,"Los Angeles, County of",County,County Agency,http://parks.lacounty.gov,"Los Angeles, County of",Not Analyzed,Not Analyzed,No,No,No,Not Reported,Not Reported,Not Reported,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Natural Areas,,34.06938178,-118.60737971,,Topanga,90290,,,No
1990,35763,Los Angeles holding 9,Los Angeles holding 9,No Public Access,1.125,1.12473751,"Los Angeles, County of",County,County Agency,http://parks.lacounty.gov,"Los Angeles, County of",Not Analyzed,Not Analyzed,No,No,No,Not Reported,Not Reported,Not Reported,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Natural Areas,,34.08352226,-118.63949154,,Topanga,90290,,,No
1991,35764,Los Angeles holding 10,Los Angeles holding 10,Open Access,1.031,1.03100277,"Los Angeles, County of",County,County Agency,http://parks.lacounty.gov,"Los Angeles, County of",Not Analyzed,Not Analyzed,No,No,No,Not Reported,Not Reported,Not Reported,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Natural Areas,,34.06895583,-118.61532125,,Topanga,90290,,,No
1992,35765,Los Angeles holding 11,Los Angeles holding 11,Open Access,0.541,0.54139379,"Los Angeles, County of",County,County Agency,http://parks.lacounty.gov,"Los Angeles, County of",Not Analyzed,Not Analyzed,No,No,No,Not Reported,Not Reported,Not Reported,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Natural Areas,,34.20926234,-118.16345783,2521 El Molino Ave,Altadena,91001,,,No
2042,44271,Dalton Park,Dalton Park,Open Access,5.243,5.24236682,"Los Angeles, County of",County,County Agency,http://parks.lacounty.gov,Los Angeles County Department of Parks and Recreation,Neighborhood,Park 5 to 100 Acres,Yes,Yes,Yes,Fair,Fair,None,0,0,2,1,0,1,1,0,3,1,0,1,0,0,1,0,2,6,6,0,Local Park,3000042,34.11925466,-117.88199035,18867 E. Armstead St.,Azusa,91702,Operating Hours<br> Monday – Sunday<br> 6:30am to 9:00pm<br> <p> Staff and Programming Hours<br> Monday - Thursday<br> 10:30 am to 9:00 pm<br> Friday <br> 10:30 am to 7:00 pm<br> Saturday<br> 8:30 am to 5:00 pm<br> No Staff on Sundays<br><p>Restroom Hours<br>Monday - Sunday<br>7:00am to 8:30pm<br><p> Splash Pads<br> May 1st to September 30th<br> 7 days a week<br>  11:00a.m. to 7:00p.m.<br><p>,"General: (626) 852-1491; Reservations: (888) 239-6700",Yes
2064,44425,Belvedere Park Lake,Belvedere Park Lake,Open Access,17.956,17.95652941,"Los Angeles, County of",County,County Agency,http://parks.lacounty.gov,"Los Angeles, County of",Community Park,Park 5 to 100 Acres,No,No,No,Not Reported,Not Reported,Not Reported,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Regional Open Space,,34.03488869,-118.15855501,Belvedere Park Lake,Los Angeles,90022,,,No
2075,44522,Arcadia Community Regional Park,Arcadia Community RP,Open Access,52.61730621,52.61730621,"Los Angeles, County of",County,County Agency,http://parks.lacounty.gov,Los Angeles County Department of Parks and Recreation,Community Regional,Not Analyzed,No,No,No,Not Reported,Not Reported,Not Reported,0,12,0,3,0,0,1,0,1,2,2,1,0,0,1,0,4,0,0,0,Regional Recreation Park,3000013,34.13779531,-118.03429276,405 S. Santa Anita Ave.,Arcadia,91007,"Operating Hours<br>
6:30am to 9:00pm<br>
Monday – Sunday
<p>
Staff and Programming Hours<br>
Monday - Thursday<br>
10:30am to 9:00pm<br>
Friday<br>
10:30am to 7:00pm<br>
Saturday<br>
8:30am to 5:00pm<br>
No Staff on Sunday
<p>
Restroom Hours<br>
Monday - Sunday<br>
7:00am to 8:30pm
<p>
Pool Operating Hours<br>June 18th to Aug 20th, 2022<br>
Mon, Wed, Fri<br>
11:00 AM to 7:00 PM<br>

","General: (626) 821-4619; Reservations: (888) 239-6700; Aquatics: (626) 821-5894",Yes
2076,44523,Alondra Golf Course,Alondra GC,Open Access,150.39544132,150.39544132,"Los Angeles, County of",County,County Agency,http://parks.lacounty.gov,Los Angeles County Department of Parks and Recreation,Special Use - Golf,Not Analyzed,No,No,No,Not Reported,Not Reported,Not Reported,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Natural Areas,3000007,33.88265421,-118.33983477,16400 Prairie Ave.,Lawndale,90260,<Null>,General: (310) 217-9919,Yes
2077,44524,Alondra Community Regional Park,Alondra Community RP,Open Access,52.51101825,52.51101825,"Los Angeles, County of",County,County Agency,http://parks.lacounty.gov,Los Angeles County Department of Parks and Recreation,Community Regional,Park 5 to 100 Acres,Yes,Yes,Yes,Fair,Poor,Not Reported,0,0,0,4,0,1,1,1,5,6,1,1,0,1,1,0,7,2,6,11,Local Park,3000006,33.8838097,-118.33663539,3850 Manhattan Beach Blvd.,Lawndale,90260,Operating Hours<br> Monday – Sunday<br> 6:30am to 9:00pm<br> <p> Staff and Programming Hours<br> Monday - Thursday<br> 10:30 am to 9:00 pm<br> Friday <br> 10:30 am to 7:00 pm<br> Saturday<br> 8:30 am to 5:00 pm<br> No Staff on Sundays<br><p>Restroom Hours<br>Monday - Sunday<br>7:00am to 8:30pm<br><p> Splash Pads<br> May 1st to September 30th<br> 7 days a week<br>  11:00a.m. to 7:00p.m.<br><p>,"General: (310) 217-8366; Reservations: (800) 404-5888; Aquatlics: (310) 532-5301",Yes
2127,45371,Michael D Antonovich Open Space Preserve,Michael D Antonovich OSP,Open Access,446.729,446.68625869,"Los Angeles, County of",County,County Agency,http://parks.lacounty.gov,Mountains Recreation and Conservation Authority,Not Analyzed,Not Analyzed,No,No,No,Not Reported,Not Reported,Not Reported,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Natural Areas,,34.32291072,-118.53521201,23801 The Old Road,Newhall,91321,,,No
2132,45408,Payne Wildlife Sanctuary,Payne Wildlife Sanctuary,Open Access,156.894,156.87291803,"Los Angeles, County of",County,County Agency,http://parks.lacounty.gov,Los Angeles County Department of Parks and Recreation,Special Use - Sanctuary,Not Analyzed,No,No,No,Not Reported,Not Reported,Not Reported,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Natural Areas,3000124,34.52384561,-117.70867031,Llano,Llano,93544,<Null>,General: (661) 944-6881,Yes
2134,45411,Acton Wash Wildlife Sanctuary,Acton Wash Wildlife Sanctuary,Open Access,75.687,75.67721375,"Los Angeles, County of",County,County Agency,http://parks.lacounty.gov,Los Angeles County Department of Parks and Recreation,Special Use - Sanctuary,Not Analyzed,No,No,No,Not Reported,Not Reported,Not Reported,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Natural Areas,3000004,34.46848572,-118.18827121,Gillespie Ave,Acton,93510,<Null>,General: (661) 944-6881,Yes
2135,45412,Neenach Wildlife Preserve,Neenach Wildlife Preserve,Open Access,40.114,40.10838993,"Los Angeles, County of",County,County Agency,http://parks.lacounty.gov,Los Angeles County Department of Parks and Recreation,Special Use - Sanctuary,Park 5 to 100 Acres,Yes,No,No,Not Reported,Not Reported,Not Reported,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Regional Open Space,3000115,34.78003079,-118.50417995,43201 35th St W,Lancaster,93536,<Null>,General: (661) 944-6881,Yes
2141,45479,Acton Park,Acton Park,Open Access,13.94299479,13.94299479,"Los Angeles, County of",County,County Agency,http://parks.lacounty.gov,Los Angeles County Department of Parks and Recreation,Community,Park 5 to 100 Acres,Yes,Yes,Yes,Good,Fair,Good,0.5,0,1,1,0,1,1,0,1,2,0,0,0,0,0,0,1,4,5,0,Local Park,3000003,34.47269796,-118.19900655,3751 Syracuse Ave.,Acton,93510,"Operating Hours<br>
Monday – Sunday<br>
6:30am to 9:00pm<br>
<p>
Staff and Programming Hours<br>
Monday - Thursday<br>
10:30am to 9:00pm<br>
Friday<br>
10:30am to 7:00pm<br>
Saturday<br>
8:30am to 5:00pm<br>
No Staff on Sunday<br>
<p>
Restroom Hours<br>
Monday - Sunday<br>
7:00am to 8:30pm","General: (661) 722-7780; Reservations: (800) 267-2757",Yes
2145,45483,George R. Bones Wildlife Sanctuary,George R. Bones Wildlife Sanctuary,Open Access,99.16,99.14459206,"Los Angeles, County of",County,County Agency,http://parks.lacounty.gov,Los Angeles County Department of Parks and Recreation,Special Use - Sanctuary,Not Analyzed,No,No,No,Not Reported,Not Reported,Not Reported,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Natural Areas,3000046,34.73213947,-118.48778291,Intersection West Avenue G & 205th Street West,Lancaster,93536,<Null>,General: (661) 944-6881,Yes
2153,45524,Pico Canyon Park,Pico Canyon Park,Open Access,15.54698603,15.54698603,"Los Angeles, County of",County,County Agency,http://parks.lacounty.gov,Los Angeles County Department of Parks and Recreation,Pocket,Park 5 to 100 Acres,Yes,No,No,Not Reported,Not Reported,Not Reported,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,Regional Open Space,3000130,34.3775429,-118.58418557,25600 Pico Canyon Rd.,Stevenson Ranch,91381,"March 1st to October 31st<br>
Operating Hours<br>
Monday - Sunday<br>
6:30am to 8:00pm<br>
<p>
Restroom Hours<br>
Monday - Sunday<br>
7:00am to 7:30pm<br>
<p>
November 1st to February 28th<br>
Operating Hours<br>
Monday – Sunday<br>
6:30am to 6:00pm<br>
<p>
Restroom Hours<br>
Monday - Sunday<br>
7:00am to 5:30pm",General: (661) 222-9536,Yes
